study_hours,attendance,previous_marks,assignments,sleep_hours,mental_stress,parent_involvement,result
3.082302,0.8567981,59.6828094,87.707504,5.125788,5.509505,4.773086,1
2.1183262,0.75026,83.51541399999999,67.90924,5.4934754,5.0162644,4.8748875,1
2.1544285,0.8106023,54.518575,76.93914,5.543278,6.341923,3.5917199,0
3.0375428,0.77706003,72.87957839999999,26.402899,6.3331385,2.6171918,4.63828,1
1.3302252,0.72093755,48.57908679999999,67.16362,5.943189,4.201907,5.5469084,0
5.0342574,0.8812986,55.539168999999994,88.93454,5.034905,4.354596,6.2005224,1
1.0643945,0.5236114,69.5343984,39.283115,6.2024713,4.3488503,5.0339007,1
1.7525076,0.68985873,71.163221,56.767406,5.7148857,3.8877206,2.8376105,1
1.9922808,0.75534433,69.82703319999999,64.52377,4.509786,3.432053,4.6835847,1
1.9454428,0.57823914,63.2725334,45.015236,8.993048,5.516733,3.6860683,1
1.7358,0.87844634,66.356173,34.08615,4.5515513,5.3633227,4.558547,1
0.28079376,0.5558585,47.9377664,45.490616,7.083984,2.5439103,4.139835,0
2.9215226,0.819483,59.1547368,42.716286,8.679936,7.5986853,3.9541247,0
3.783378,0.7446368,68.1188232,67.32083,5.0636244,4.7007055,4.5825024,1
2.8155334,0.63387185,81.859447,61.891857,5.931148,5.845629,5.533803,1
1.2303741,0.6323253,82.9114008,50.413418,8.11083,6.823987,5.584507,1
2.111162,0.6946522,51.8839474,55.546097,9.627052,4.7997236,3.7218904,0
2.805807,0.66393554,72.6334102,59.51319,4.8835244,4.7328615,1.5260766,0
3.7966566,0.90716577,64.4855322,75.5303,7.3015394,6.1323013,5.368417,0
0.0,0.5569843,66.1127662,24.776897,4.6408844,4.0194645,4.485299,0
2.830135,0.85679084,78.74533,47.06273,7.5115676,3.8451476,3.470181,1
2.5240188,0.76130444,77.2855148,66.341995,3.880347,5.501704,5.5344243,1
1.1739081,0.72225225,80.83818,53.07114,7.613897,6.1325717,3.5264225,1
2.2250996,0.6724774,57.1979154,34.19027,7.6140485,4.9615445,5.2054915,0
2.731314,0.8703427,63.035565999999996,77.56525,6.1694336,6.3247037,6.7757387,1
4.0397716,0.8625833,69.23022259999999,63.046227,6.420118,5.59728,6.559545,1
3.1649194,0.86947435,79.01948480000001,71.96337,5.6274786,2.5570967,8.085613,1
0.55247355,0.6352784,60.3361642,36.272816,5.8290863,6.683552,5.040908,1
4.2539773,0.7641186,62.504846199999996,52.995277,6.6473517,6.04086,6.282506,1
3.9579346,0.8716388,53.561518,71.178314,5.889806,4.8274493,4.1647253,0
0.5718662,0.6175304,53.174929199999994,29.792381,6.353711,7.4292936,4.945572,1
3.0785105,0.75220436,77.3373102,56.545334,6.8043137,5.814261,6.2136955,1
3.8800995,0.76427644,80.881043,40.179092,5.3330927,4.6704874,6.7388544,1
2.336379,0.61223066,67.3559204,51.216206,7.7882624,2.672088,5.8936214,1
2.462181,0.6364928,77.95382500000001,63.486206,6.7435174,4.176799,5.114255,1
2.9336836,0.71089286,70.103539,69.28074,5.635046,4.8434396,4.9383864,1
2.712926,0.7808384,59.630571999999994,59.920536,7.104005,6.009591,7.306555,1
1.7487084,0.75433606,66.9890024,30.96562,4.4537377,3.2241838,6.729171,1
2.8115652,0.7950075,85.935824,70.59115,8.00897,5.8727355,3.6019185,1
1.3093789,0.6824538,71.8117472,64.78996,3.0,4.1172094,3.582757,1
2.0920687,0.6718544,82.80401299999998,37.442245,4.699635,3.961609,4.1895022,1
3.334518,0.7562664,46.2875142,57.40052,5.985723,4.213616,6.139998,0
2.7595491,0.7431944,84.5503868,68.66321,5.837407,6.454217,5.323124,1
2.5488095,0.7624089,75.475194,59.01638,6.4404993,5.0020404,4.556581,1
3.0263312,0.8220114,64.47384059999999,84.357765,3.7456782,6.9105973,4.386134,1
3.4364178,0.754252,72.26003879999999,60.618626,8.264392,4.5573425,5.2731686,1
3.260536,0.8771386,47.2168322,87.312454,6.967865,2.0675151,4.2355623,1
3.4748964,0.82865465,70.13620180000001,62.872383,5.657041,3.4919243,5.641407,1
3.7517886,0.70304304,76.50283400000001,66.183304,7.1488547,4.5314274,4.1059995,1
1.6037794,0.71185607,78.21825679999999,57.312824,9.215417,5.944184,3.9221346,1
3.323185,0.6957038,63.208974,60.81239,6.916263,7.1992016,4.0795417,1
2.9219084,0.7518312,62.8354198,71.62716,9.394084,7.796664,3.3346155,1
1.5087935,0.7056369,63.65666080000001,28.459826,4.997196,5.1543903,6.347238,1
2.9914234,0.85303944,79.1218792,73.51137,5.3439264,6.3294673,6.5868483,1
1.0766522,0.6583206,72.72853440000002,44.57306,7.6238413,5.4993777,6.566901,1
3.5210786,0.91781694,61.2229828,80.569855,6.723779,6.299057,3.4412322,1
3.3415267,0.8107079,69.2738476,75.55412,8.68249,3.6072962,4.5419745,1
2.9448721,0.87918,65.61217239999999,67.48529,6.463052,3.0462751,8.04927,1
2.366501,0.8058577,78.885016,63.033287,5.7999053,3.3257449,4.6466165,1
1.2705055,0.6390069,61.246959200000006,47.11043,7.1129904,2.7460332,7.004568,1
2.9710786,0.7829715,64.4863052,56.65314,8.394819,3.1585205,6.139893,1
0.0,0.5114359,71.489634,21.75947,5.7165637,5.539547,4.6139517,1
2.8123999,0.778361,51.3789038,56.88874,6.5196614,6.8818927,5.3235936,0
0.7498884,0.5371065,70.8148702,47.11096,5.7743444,4.724009,3.0885828,1
2.644013,0.6606456,71.6854874,58.552174,6.9211936,4.742048,7.774276,1
2.1109602,0.7890928,75.74086,46.112484,4.6379876,4.6131473,8.060595,1
3.8528578,0.8064427,67.95237279999999,85.67838,7.207698,6.1505303,7.4763846,1
1.5977209,0.62984,50.5000634,34.28913,5.6596637,4.1130037,4.1348643,0
0.7560786,0.56080025,61.7827414,36.153038,6.9257245,5.3246336,5.5159836,0
3.2360122,0.8098076,61.8262486,68.3436,9.505753,8.171789,2.9873662,1
2.9516935,0.84204066,59.664307199999996,71.24222,6.36893,4.0211787,4.990075,0
4.606722,0.87939847,68.12925039999999,89.91221,9.11597,5.287297,2.3771076,1
0.89628124,0.581337,76.68547120000001,36.00076,4.6938295,5.2324343,4.498322,1
2.7571976,0.79002273,87.98465480000002,62.687733,6.3580556,3.9818156,6.1900554,1
1.6090162,0.805896,64.2275192,40.63586,5.0115976,3.4294238,5.079389,1
2.6359966,0.8513192,66.4445786,77.226135,7.359676,4.8727584,3.4442587,1
2.0296824,0.7114247,68.12815259999999,47.265804,7.6536283,7.418107,4.6834426,1
1.6050924,0.6035769,43.0557654,56.876556,6.5010095,2.3907008,4.8581395,0
1.3427665,0.8642334,67.2371356,73.93204,6.605127,6.9311976,3.4276512,1
3.8553395,0.77034533,74.273383,76.97959,5.813828,5.729354,2.8989758,1
3.5703194,0.75967765,90.9289988,47.469402,6.1568065,4.551697,4.9084597,1
1.1264999,0.62257105,67.0950256,27.327791,5.7767506,6.0999722,8.291332,1
1.8951834,0.7225062,67.9216192,61.966114,4.722489,2.4518268,3.273248,1
4.1092963,0.95801854,65.87238920000001,80.932526,5.7494583,5.9728136,4.572371,1
2.005166,0.71383685,63.471902799999995,54.460308,3.0,4.4441924,5.619157,1
2.2823713,0.71803814,76.7901806,49.554855,10.0,4.9982104,2.7242687,1
2.813142,0.680638,72.1832668,63.888344,5.828342,6.599044,6.2114186,1
0.9535241,0.70305026,76.6065578,57.076546,7.6710825,3.8677688,5.5609713,1
2.4445279,0.84627306,56.9482728,66.612495,8.795731,3.2646668,5.0299006,1
4.491303,0.88934064,83.67012000000001,61.272144,7.671073,4.241082,5.260129,1
1.8618062,0.6847568,46.8387648,59.945118,3.2767906,5.2752466,6.2072864,1
3.9359436,0.65647686,74.49059,36.268787,4.530199,4.5075784,5.799093,1
1.9612741,0.7394913,94.45829799999998,54.77662,7.4519153,6.0496182,1.5070145,1
5.14363,0.8413096,60.742022399999996,75.34665,7.9462013,5.2234335,8.160812,1
3.603948,0.80556643,63.139666,65.79907,3.2501917,5.7137513,2.6986885,0
2.829111,0.6312254,67.09264700000001,53.072292,6.9993215,3.5613813,5.399596,1
1.8684632,0.49575827,59.2888274,45.10635,7.469394,6.1221995,2.3100715,0
0.99359655,0.6213162,49.53139,35.510105,7.855515,2.5983021,8.072968,0
3.150652,0.7487969,62.9626928,33.497593,6.6611443,5.9183307,3.9461138,1
2.91648,0.8975896,56.040357400000005,79.82566,7.0339575,5.3841,4.024754,0
0.22384688,0.61140835,66.5960734,42.461094,9.102087,5.476535,4.2979565,1
2.1616037,0.73136187,54.476055200000005,77.21467,8.257431,3.1185465,5.96566,1
3.0398335,0.92465985,86.8146892,98.12459,6.7721562,4.1990585,5.942713,1
2.2078726,0.712564,60.6977836,33.44538,6.257749,7.6011596,3.1266942,0
3.8828187,0.74961114,66.271542,49.25607,6.8936787,5.4447346,5.1475554,1
1.8884125,0.7080328,72.260919,53.76537,5.861619,1.7286389,4.226781,1
3.0821452,0.74834543,55.1134612,55.76969,5.409023,3.7086196,5.191313,0
3.5376039,0.8954046,73.7120128,92.69258,7.675662,5.2149525,5.344961,1
2.8921099,0.7706564,81.31083,65.393875,5.658195,4.904377,4.6495156,1
0.8952262,0.610966,47.1786996,32.78343,3.7142873,4.9893403,6.5173054,1
1.6690508,0.6292723,69.9949608,41.15628,4.7519546,4.5359488,4.7302537,1
2.507342,0.62453806,68.92883200000001,52.871494,8.020472,4.0560603,4.9876275,1
2.5292912,0.7459205,72.89842920000001,63.510838,5.3788023,5.840042,5.208389,1
0.0,0.47595876,57.1668186,20.632969,7.356384,6.3557343,4.5730314,0
1.1553782,0.6889482,56.106550199999994,39.99226,6.5229692,3.462286,3.210064,0
3.321281,0.87297934,79.228087,65.3251,6.9024763,5.9433923,2.7914674,1
1.5460621,0.6539144,70.499158,57.59145,8.302539,6.0961623,8.9725,1
0.6544932,0.7336419,70.8872868,64.776276,6.737682,6.311441,7.203521,1
4.799388,1.0,77.0317754,70.78267,5.654919,5.2889123,4.226076,1
2.7115593,0.80044633,61.8031654,57.71443,7.2597666,7.6305366,4.1682353,0
4.5487137,0.967108,69.84459480000001,74.89186,4.8090897,4.9754767,4.7787843,1
2.0091598,0.7971666,67.2698754,58.535095,7.8335395,5.476178,4.610976,1
4.271834,0.92114764,57.89827539999999,53.531796,6.044131,6.545374,5.1219625,1
2.4128902,0.8185855,87.224254,67.76324,6.5558953,4.8244834,3.2757618,1
4.5122814,0.7785084,68.8322666,83.03136,6.134311,4.856151,3.5808487,1
4.750349,0.7244488,57.046881600000006,60.673786,8.899283,6.1449165,6.2318406,1
2.7616136,0.5995812,70.8386452,40.76818,7.4941926,7.907905,4.459343,1
0.8525379,0.70516115,59.69512039999999,46.710117,9.293369,4.3976955,4.0455403,0
1.8731709,0.66621566,75.99908500000001,59.45618,6.547782,2.3106282,5.1277866,1
1.586786,0.8019173,78.81291999999999,48.195057,6.5411263,3.7209988,7.5199113,1
4.72179,0.8282349,63.28231840000001,85.45861,10.0,3.465433,3.456776,1
2.9378114,0.7514079,79.46613479999999,43.843666,6.5939355,3.9289534,4.6230893,1
3.241903,0.8538433,73.357474,65.75324,7.3827753,5.280236,4.113488,1
2.7775128,0.7806563,81.69812,54.58847,6.4051204,4.5415483,6.7941995,1
3.1422257,0.7187682,82.161212,49.44964,6.834532,4.992017,5.572864,1
2.366027,0.69536906,68.35131200000001,48.8109,6.967851,7.8484354,5.8812084,1
2.1859822,0.6815406,64.28834420000001,48.891518,7.390506,4.9200597,8.016243,1
3.6048622,0.7954907,61.7253016,72.13436,8.033762,1.8700279,3.4866602,1
2.8931983,0.74995863,56.073688000000004,69.93527,6.8213077,8.025378,7.0170636,0
0.49596947,0.4598829,62.520826,17.487438,7.4795384,2.9799082,5.244624,1
3.0986073,0.77688706,69.33559199999999,65.96726,4.6361523,6.5154595,6.0566516,1
4.97189,0.7704488,75.4460258,77.21914,5.257176,3.2660687,4.315969,1
2.683293,0.6719604,71.19162220000001,68.609604,5.270862,6.6888685,4.6596375,1
3.690257,0.88337016,70.03839400000001,84.305466,5.7233453,5.8150306,3.5107815,1
1.5273322,0.8901464,85.167074,60.738293,6.238841,5.8368654,3.3878,1
2.641637,0.94885963,64.82083539999999,79.40572,6.6755342,6.896997,3.0234342,1
3.0127854,0.75542325,97.54525120000001,71.7117,7.2353163,5.662968,5.937025,1
4.4246974,0.843805,73.6002412,70.53168,6.6451216,6.2349405,5.515576,1
4.359258,0.94930077,54.7177364,78.55156,4.4990873,7.040697,5.2900915,1
4.0410924,0.9414244,57.9190108,77.2633,7.250306,4.4436345,6.05025,1
4.2671423,0.8516591,76.8589468,56.488033,5.6595993,3.363096,4.9627767,1
2.5072672,0.6164868,65.5396284,42.578312,3.9418988,6.9277024,4.2045126,1
2.55502,0.7194177,72.4985528,54.851017,4.0228996,4.209843,3.8453276,1
2.7653599,0.78078294,73.7819096,53.389973,4.9438815,3.4885807,4.6609178,1
1.9816942,0.8158047,64.08120360000001,67.86072,5.9662156,3.6327403,4.6853204,1
3.2234037,0.68938845,61.0933992,70.16803,8.3963175,7.627178,5.341503,1
1.051432,0.6336553,54.719147799999995,51.487656,4.7703586,5.276431,7.159951,1
4.174999,0.76023376,57.611208,81.089294,5.0199203,4.1016097,7.720332,1
1.6528286,0.6805557,80.74406,32.10089,7.2253876,6.8980193,2.4148898,1
2.4829845,0.56371856,66.2121278,20.977549,7.5978765,3.8215148,4.218403,1
2.4822135,0.60034424,56.3265566,56.97051,5.073248,7.6976023,5.467639,1
3.3807597,0.7480635,70.75476819999999,84.66153,8.567047,4.9354305,2.9711213,1
4.563738,0.92617995,67.7561954,87.0681,9.905313,4.2220745,1.7762235,1
0.0,0.49260536,55.08127360000001,37.64054,7.8268995,4.434422,5.124973,1
1.0566357,0.635101,67.04315799999999,40.59812,6.9161186,4.100871,4.890606,1
3.550581,0.87833714,65.1123838,65.25024,6.4499183,5.680438,4.2961116,1
2.5405247,0.7245581,53.6753142,53.64984,6.1850333,3.4489815,5.872954,0
3.4773505,0.7684259,71.6725428,54.98847,6.1338415,5.828869,4.3779445,1
2.4258122,0.813705,77.75823,55.757732,6.066274,4.757299,5.8144836,1
2.4877255,0.7694173,79.18480179999999,47.752415,9.377492,4.5327344,5.705762,1
4.309077,0.8318259,77.24677240000001,88.497154,6.0885363,5.688593,2.888305,1
2.788284,0.7760172,58.405316199999994,70.95101,6.825698,5.7748723,3.029328,0
2.319111,0.7465415,57.318324600000004,47.603024,6.2497416,5.0043025,1.7658098,0
1.9210333,0.6881791,75.6980798,79.76103,7.4183793,6.264099,5.53257,1
4.350904,0.7380528,72.7656412,76.7073,7.8143864,6.431924,5.9692802,1
3.6593428,0.8193862,77.5767884,66.95914,6.224019,5.241057,5.015158,1
4.7692657,0.83235776,107.8157022,88.15091,7.810706,5.672017,5.3112674,1
2.4655812,0.69816774,69.63194899999999,61.79219,4.395175,3.8877554,3.4916475,1
0.9251924,0.709901,85.11984179999999,55.10573,3.7431247,5.2257786,5.5707397,1
4.659799,0.8360331,77.2313532,64.25108,8.095899,2.8592834,4.728549,1
1.0668489,0.563274,78.373546,44.891655,7.9192104,3.7615774,4.837963,1
3.2453587,0.85882825,63.563614799999996,67.81117,6.267547,6.2549562,6.4108047,1
2.3894103,0.7852301,73.51624899999999,68.04101,7.4488554,6.4366074,3.47972,1
1.6979715,0.8088763,61.643224800000006,64.52231,5.111345,4.5376196,7.8306704,1
3.3747754,0.7649426,65.5395316,39.46229,7.9011145,3.766567,0.9974539,1
3.0538533,0.76143247,67.7885904,87.07293,4.4206734,5.0127716,4.6728883,1
3.09642,0.6632825,73.55874200000001,42.995323,5.6335583,4.678777,4.0302725,1
4.739202,0.85771894,88.53354480000002,65.532394,4.5279307,4.6203747,3.801427,1
1.9223821,0.67102903,50.1476274,70.9171,5.4240146,4.585601,4.7400217,0
1.4826336,0.7719206,76.2019392,50.13538,7.1651816,5.4255705,5.6488385,1
4.5363536,0.82706785,53.3466512,70.41639,6.6819687,3.1381035,5.327267,0
3.8276947,0.76573384,65.38815459999998,57.732624,4.420221,5.643142,4.189603,1
2.3319786,0.73142433,71.340254,52.08642,8.227665,3.5817075,5.0019007,1
1.0110737,0.5611216,68.05546919999999,51.006115,5.6297836,4.0517697,8.669374,1
3.4709587,0.6956672,56.0686314,53.760426,3.2039456,6.2867885,7.1902514,1
1.4912887,0.6951549,63.11427259999999,37.32561,9.497195,7.1766114,2.5500903,0
3.0671413,0.9434409,72.67671,61.683342,5.362248,2.594305,1.802693,1
2.3222964,0.8542496,62.345894,83.71361,3.938959,4.875093,4.5347037,0
1.709085,0.7800688,67.121814,48.214195,5.3024163,6.2541203,5.001721,1
2.5557704,0.7390273,67.1884158,59.297718,8.320098,4.924849,5.4509315,1
0.0,0.56786346,59.12401560000001,35.579517,6.7979054,4.0233784,2.9680736,0
1.9059012,0.7733292,87.18084,60.61565,6.526319,2.2156882,6.834031,1
1.9022597,0.86692536,78.269253,51.42503,5.7153425,4.5424237,4.6565094,1
1.8444371,0.72125334,42.83525960000001,67.404625,4.835322,6.5218363,4.471882,0
3.7350926,0.817499,77.226382,64.5202,6.0113955,4.249073,3.355882,1
3.7201982,0.84350955,64.8641542,85.893074,7.811437,5.3924513,6.3414974,1
3.4841218,0.79935944,77.330612,72.97995,7.738284,6.792282,7.0333,1
3.00318,0.72380465,56.8652862,71.296005,5.834,5.7053103,3.7878785,0
2.0355952,0.58544314,74.078904,40.725555,9.031366,6.754269,2.209842,1
3.7620893,0.7334655,73.16519000000001,66.12523,6.588912,4.1595225,4.7569017,1
2.1367412,0.7590541,74.1942452,42.08198,6.938449,4.308301,4.2711864,1
3.3517513,0.5553046,60.251908400000005,39.991753,7.4675164,6.456456,5.6838703,1
4.700662,0.90318584,64.3659428,57.654427,5.265349,5.31534,5.5333333,1
1.8287159,0.6449989,63.3969638,29.984564,5.8286033,4.598552,6.227396,1
2.2496805,0.6546238,57.6061738,46.18249,4.7268906,5.82052,4.66611,0
5.9073586,0.9150735,83.890324,88.53285,6.395141,3.9741406,6.8622108,1
3.0127475,0.84120697,68.599783,74.87753,6.4612193,5.2340164,5.5344625,1
1.383098,0.73423266,56.042818999999994,32.072647,3.4673724,3.3474457,8.779468,1
2.6997318,0.81711626,77.163236,65.99482,5.996705,5.5760255,5.5770965,1
3.2190819,0.7448022,90.42053000000001,79.23324,7.3294353,5.0057464,5.433124,1
1.8589374,0.677832,78.51922520000001,56.36199,7.368381,7.452058,8.231504,1
1.354271,0.58470535,48.234372,53.624092,6.25674,3.542447,2.3136978,0
3.6675003,0.80270314,61.431650800000014,75.28723,7.068945,7.0174546,5.650241,1
2.6920235,0.78622997,80.85944520000001,55.90305,5.8868413,4.036696,4.999659,1
2.327255,0.6509713,59.60790420000001,57.989544,6.1597896,1.6213086,3.2753122,1
0.98868364,0.70381546,71.974435,60.466415,6.626765,3.5490613,2.6682184,1
1.6524448,0.88976836,75.418874,75.69616,6.811681,5.246574,6.522613,1
1.8644174,0.8606902,60.5916784,77.50112,5.4156194,3.075097,6.4166584,1
1.9932249,0.73658985,68.3836778,66.39917,6.864888,5.3489122,5.9975557,1
2.8077726,0.7734365,33.9795616,56.253784,8.442828,3.6873028,5.003934,0
2.3808475,0.6956671,58.46224159999999,43.899345,4.8315763,2.2072523,3.8467546,1
3.3456595,0.7122795,61.415927599999996,51.737923,8.178,3.4762478,3.6218166,1
3.563718,0.841132,56.505759999999995,58.697727,3.7531676,3.2823906,5.8023763,0
2.0864828,0.7228863,86.339826,51.529423,5.721426,3.9819155,6.0086403,1
1.2395833,0.79170334,52.627847200000005,75.02774,3.9346635,4.2149196,3.4803836,0
3.2667036,0.909181,61.6240594,84.38658,5.587369,4.3396654,4.9595575,0
0.46058822,0.6091751,70.9662916,39.977795,7.0554037,8.412096,5.0320005,1
1.9656844,0.5945706,73.539958,36.394257,5.9345727,5.0335026,3.0741208,1
2.1885538,0.7774559,61.1841128,77.981285,5.4261527,5.59392,5.708895,0
0.67496246,0.56003296,78.976758,24.125694,4.4669642,4.030253,6.9339476,1
0.0,0.51589817,69.889603,18.499352,6.051253,5.503084,5.7667603,1
0.05877964,0.56344503,52.7435976,18.707151,6.038664,2.8616507,7.8493924,1
5.7079177,0.9477878,71.64936600000001,86.114334,5.4108605,4.261729,3.2493753,1
2.3662755,0.6337755,63.131887000000006,61.28941,5.631072,5.937512,4.5200863,1
2.8580406,0.6480045,62.989199799999994,40.809677,6.095674,6.845298,7.2123375,1
4.212461,0.8794841,68.6566022,86.03485,3.790497,5.2494855,5.2952995,1
1.2316874,0.7328829,62.977028,66.384186,7.4676714,3.9192655,1.8324039,1
4.629061,0.79337907,70.6144012,62.23111,8.648964,4.1692977,4.7791348,1
2.433661,0.767947,72.68565019999998,70.113976,6.11991,6.715558,5.8474617,1
5.408965,0.96438646,84.60131679999999,74.37757,6.5285397,4.724886,3.6937182,1
3.305706,0.5552766,55.25824680000001,51.998062,6.8691187,5.308427,7.80043,1
2.1092892,0.76778287,91.6078924,66.265564,6.426685,6.232922,5.1026545,1
4.4837246,1.0,44.278141999999995,96.54992,7.3082576,1.1355783,7.5614996,0
2.6327891,0.6153018,66.5291546,60.259483,5.944064,5.363754,3.6691208,1
0.79587257,0.62553763,72.21182660000001,39.63284,8.1819105,4.3004227,2.442914,1
2.1946602,0.70545304,72.4693946,41.96741,5.557119,4.6063504,4.8059955,1
0.0,0.5110702,59.8018682,26.520168,6.4505873,6.9850035,4.8234587,1
3.3373172,0.86523366,66.2386814,78.184525,7.129326,4.3051686,3.85414,1
5.4505405,0.7425011,67.440426,50.76474,7.178545,4.294224,5.2832537,1
1.811335,0.63677573,63.81790600000001,42.44694,9.149896,5.5596766,6.769813,1
2.3011081,0.65843296,75.250652,52.673714,6.092044,3.3885653,5.241318,1
1.2481494,0.57145435,73.6227512,33.49534,4.7213144,3.147105,4.782964,1
1.9832255,0.73497707,55.245631,58.829254,5.261451,4.6779776,5.795044,1
0.0,0.48513132,72.7432874,43.473564,5.27113,4.4031687,3.602203,1
1.7822607,0.62789303,72.074712,34.596775,7.0169168,2.618088,5.044799,1
3.35233,0.7666601,79.272513,65.7262,5.005506,5.4326305,4.2493258,1
0.9259325,0.6225518,80.43303999999999,50.950363,5.5121617,4.2876625,5.411431,1
3.869587,0.72426414,60.5769214,64.3554,9.049184,6.328879,6.1157255,0
3.2801468,0.7342064,59.2376934,71.25141,6.087598,5.9614015,6.607121,1
3.2741537,0.9340055,69.9778628,77.54761,7.001363,3.6122658,4.8599634,1
1.0938721,0.7032142,76.00373599999999,24.810673,8.338212,5.9067516,4.0068564,1
1.2255785,0.648643,70.6207208,50.282856,6.340094,6.849873,2.8888223,1
1.9011841,0.7692006,68.9869072,72.55393,7.720949,2.5404577,4.8916135,1
4.768321,0.9235238,83.752892,89.79897,6.829232,6.3546243,2.404253,1
2.0886827,0.6875511,65.891138,54.57972,4.84651,5.5845284,4.5568614,1
1.8977612,0.7107518,68.29266799999999,62.87714,5.9203696,4.514439,5.471517,1
2.7785437,0.93664557,66.359721,71.31404,6.828757,6.711485,3.3069897,1
2.8421965,0.8477035,68.1299448,61.164497,8.015803,5.702752,2.909069,1
2.452337,0.67830193,78.721936,68.371124,7.049931,3.4488683,5.163985,1
2.797234,0.726536,81.00730719999999,63.36142,7.041475,3.7967453,6.6935663,1
2.501364,0.8415498,81.0220376,71.05393,6.716204,2.9971251,5.697795,1
2.259572,0.73454505,84.61338680000001,67.9426,7.0356493,5.147989,4.2597017,1
3.8708622,0.836783,67.4430392,81.60387,6.3932376,4.66688,6.037838,1
3.5015943,0.87258124,68.70332,72.74707,6.150579,6.3543673,5.2368393,1
1.623626,0.680581,73.3557118,67.82554,7.3386984,6.7512383,4.0982795,1
2.3577309,0.7554975,65.076965,67.391525,7.00606,4.271249,5.082416,1
0.36707398,0.6786817,62.82550100000001,52.772903,5.6566687,6.2573447,5.8199544,1
0.39895165,0.57474357,78.621214,39.548084,6.3734875,4.251451,5.3904567,1
1.6215482,0.67217225,72.4292684,58.01595,5.3848386,4.958299,4.8319263,1
2.5376353,0.81407493,58.844337599999996,64.77065,6.3436184,6.421767,3.8467085,1
2.7211237,0.6852193,88.93488099999999,63.89178,5.4432526,6.1058664,6.5125885,1
3.0862622,0.6988601,54.3092484,63.492924,6.0615225,5.897599,4.3541055,0
2.1869442,0.8305567,59.4598946,91.39303,6.01823,6.770981,6.368728,1
1.8787477,0.63053423,71.71983220000001,51.714123,8.014304,5.567227,4.3670363,1
2.592003,0.78684825,76.24348499999999,58.604122,4.3711615,6.264404,5.083617,1
0.6554292,0.75533885,77.2416064,60.46364,7.169599,5.903647,5.942541,1
2.8096762,0.7981114,78.86413280000001,68.38026,7.9842377,7.832382,3.816887,1
1.0117253,0.711828,64.69743220000001,44.484287,7.8246646,3.8570473,5.3960423,1
3.2680411,0.6527879,58.218277799999996,60.53249,5.865857,5.1978016,3.4944832,0
